unique_id,ds,y
PRODUCT_A,2022-01-01,102.48357076505616
PRODUCT_A,2022-01-02,115.01389524912882
PRODUCT_A,2022-01-03,122.87417514538822
PRODUCT_A,2022-01-04,116.49858538126371
PRODUCT_A,2022-01-05,90.42590676652873
PRODUCT_A,2022-01-06,79.67369249973834
PRODUCT_A,2022-01-07,92.67095706192121
PRODUCT_A,2022-01-08,104.31728338513355
PRODUCT_A,2022-01-09,113.83795456467897
PRODUCT_A,2022-01-10,122.82864241218358
PRODUCT_A,2022-01-11,107.04645737453028
PRODUCT_A,2022-01-12,89.74813461166318
PRODUCT_A,2022-01-13,82.53429838168343
PRODUCT_A,2022-01-14,75.68860150046427
PRODUCT_A,2022-01-15,92.33563031617282
PRODUCT_A,2022-01-16,113.85399858751785
PRODUCT_A,2022-01-17,115.53179633195064
PRODUCT_A,2022-01-18,111.41489224093795
PRODUCT_A,2022-01-19,88.01677274127736
PRODUCT_A,2022-01-20,74.74307825654579
PRODUCT_A,2022-01-21,93.06335630773002
PRODUCT_A,2022-01-22,100.3114477156743
PRODUCT_A,2022-01-23,117.4831869965313
PRODUCT_A,2022-01-24,113.95232074192447
PRODUCT_A,2022-01-25,107.60185169470468
PRODUCT_A,2022-01-26,93.59161580680176
PRODUCT_A,2022-01-27,76.52973861547972
PRODUCT_A,2022-01-28,88.09371229421961
PRODUCT_A,2022-01-29,98.91724550788196
PRODUCT_A,2022-01-30,116.16718696349434
PRODUCT_A,2022-01-31,118.54763835121378
PRODUCT_A,2022-02-01,120.0652659792443
PRODUCT_A,2022-02-02,93.44962647393174
PRODUCT_A,2022-02-03,77.47626159718075
PRODUCT_A,2022-02-04,90.80805650237622
PRODUCT_A,2022-02-05,96.29633044698986
PRODUCT_A,2022-02-06,119.1500834268535
PRODUCT_A,2022-02-07,112.23793053233088
PRODUCT_A,2022-02-08,104.64305455157645
PRODUCT_A,2022-02-09,94.98152851633606
PRODUCT_A,2022-02-10,86.93725888130629
PRODUCT_A,2022-02-11,88.03228308717908
PRODUCT_A,2022-02-12,102.30241702427276
PRODUCT_A,2022-02-13,117.08035671325227
PRODUCT_A,2022-02-14,115.12378093926165
PRODUCT_A,2022-02-15,108.16487349346406
PRODUCT_A,2022-02-16,92.1741382215605
PRODUCT_A,2022-02-17,89.01064685179283
PRODUCT_A,2022-02-18,89.37364286844054
PRODUCT_A,2022-02-19,94.5455673987693
PRODUCT_A,2022-02-20,120.68640477754168
PRODUCT_A,2022-02-21,121.07108922838617
PRODUCT_A,2022-02-22,108.85959427327668
PRODUCT_A,2022-02-23,98.01582325993277
PRODUCT_A,2022-02-24,89.360143072547
PRODUCT_A,2022-02-25,92.7920617555482
PRODUCT_A,2022-02-26,99.64479029883876
PRODUCT_A,2022-02-27,118.00003279068063
PRODUCT_A,2022-02-28,125.13292752685457
PRODUCT_A,2022-03-01,117.60203964978741
PRODUCT_A,2022-03-02,93.04168036587112
PRODUCT_A,2022-03-03,83.75696031611716
PRODUCT_A,2022-03-04,83.08409602930607
PRODUCT_A,2022-03-05,98.33995453391759
PRODUCT_A,2022-03-06,124.0888335212767
PRODUCT_A,2022-03-07,130.73792025205987
PRODUCT_A,2022-03-08,112.84437314564295
PRODUCT_A,2022-03-09,100.93532578392656
PRODUCT_A,2022-03-10,86.97354506404338
PRODUCT_A,2022-03-11,85.87028186567959
PRODUCT_A,2022-03-12,106.60807542123202
PRODUCT_A,2022-03-13,128.19649698100454
PRODUCT_A,2022-03-14,124.257699653025
PRODUCT_A,2022-03-15,121.50775177198378
PRODUCT_A,2022-03-16,83.29904551338672
PRODUCT_A,2022-03-17,89.7549872000504
PRODUCT_A,2022-03-18,90.01122571926507
PRODUCT_A,2022-03-19,103.78617038072973
PRODUCT_A,2022-03-20,121.4452277707212
PRODUCT_A,2022-03-21,114.97909501493926
PRODUCT_A,2022-03-22,113.06628379309507
PRODUCT_A,2022-03-23,98.6634436307633
PRODUCT_A,2022-03-24,93.51505464125083
PRODUCT_A,2022-03-25,87.46474902607505
PRODUCT_A,2022-03-26,101.71884885796199
PRODUCT_A,2022-03-27,118.9577484094901
PRODUCT_A,2022-03-28,129.97405991582312
PRODUCT_A,2022-03-29,116.28850851995017
PRODUCT_A,2022-03-30,94.7091894937385
PRODUCT_A,2022-03-31,89.17203132247899
PRODUCT_A,2022-04-01,91.02159760355241
PRODUCT_A,2022-04-02,111.08465156446123
PRODUCT_A,2022-04-03,118.43637789739492
PRODUCT_A,2022-04-04,124.23884833369296
PRODUCT_A,2022-04-05,113.16432194535983
PRODUCT_A,2022-04-06,90.52052551128173
PRODUCT_A,2022-04-07,88.56640528160413
PRODUCT_A,2022-04-08,92.32159595708055
PRODUCT_A,2022-04-09,106.74710363437822
PRODUCT_A,2022-04-10,121.25381743927504
PRODUCT_A,2022-04-11,119.2804150957987
PRODUCT_A,2022-04-12,113.50174583656272
PRODUCT_A,2022-04-13,96.6046374086776
PRODUCT_A,2022-04-14,83.55452728954218
PRODUCT_A,2022-04-15,90.69000077722033
PRODUCT_A,2022-04-16,109.22190037460774
PRODUCT_A,2022-04-17,132.33779235157232
PRODUCT_A,2022-04-18,127.71026760957899
PRODUCT_A,2022-04-19,117.37283414337246
PRODUCT_A,2022-04-20,98.42609015184975
PRODUCT_A,2022-04-21,78.45216729852405
PRODUCT_A,2022-04-22,91.84396969767319
PRODUCT_A,2022-04-23,107.98290687960902
PRODUCT_A,2022-04-24,135.703183147315
PRODUCT_A,2022-04-25,126.35568346088316
PRODUCT_A,2022-04-26,118.07292864079557
PRODUCT_A,2022-04-27,99.10487062152325
PRODUCT_A,2022-04-28,82.68274292629056
PRODUCT_A,2022-04-29,98.17076288686329
PRODUCT_A,2022-04-30,111.92153073270661
PRODUCT_A,2022-05-01,127.82224205947273
PRODUCT_A,2022-05-02,123.25066075018404
PRODUCT_A,2022-05-03,124.05927322317714
PRODUCT_A,2022-05-04,92.74928389545718
PRODUCT_A,2022-05-05,91.9405283227586
PRODUCT_A,2022-05-06,103.88903668270697
PRODUCT_A,2022-05-07,103.68929368298845
PRODUCT_A,2022-05-08,121.51570341561289
PRODUCT_A,2022-05-09,128.77596458896497
PRODUCT_A,2022-05-10,115.00803313728478
PRODUCT_A,2022-05-11,92.48533179345681
PRODUCT_A,2022-05-12,89.82916746715635
PRODUCT_A,2022-05-13,88.10534972439565
PRODUCT_A,2022-05-14,111.49004720118693
PRODUCT_A,2022-05-15,120.23018063182664
PRODUCT_A,2022-05-16,136.5074895279835
PRODUCT_A,2022-05-17,114.0892546855532
PRODUCT_A,2022-05-18,99.10845110712796
PRODUCT_A,2022-05-19,94.03404841934359
